Customer_ID,Customer_Name,Age,Gender,City,Purchase_Amount,Purchase_Date,Product_Category,Feedback_Rating
CUST3152,Courtney Mckee DDS,,Fmale,Chicago ,342.87,2016-12-22,electronics ,0
CUST2214,Suzanne Orozco,59.0,female,New York,6952.36,2024-05-21,Electronics,4
CUST5503,Sheri Turner,147.0,Fmale,,2723.87,2024-12-02,unknown,4
CUST5893,Melissa Norton,122.0,Female,Chicago,6305.1,not_a_date,,NaN
CUST1345,,,Male,Houston,,,Cloths,0
CUST1766,Natasha Simon,-5.0,,Chicago,9939.46,,electronics ,6
CUST4486,,129.0,Mle,Houston,329.2,not_a_date,Furniture,
CUST1091,Crystal Burton,-5.0,Mle,Chicago ,,,Clothing,6
CUST4110,,169.0,,,1694.98,,Cloths,2
CUST4295,Lisa Moore,-5.0,,Chicago ,573.14,not_a_date,Cloths,
CUST4679,Victor Johnson,,Fmale,,6825.6,,furniture,0
CUST5086,,52.0,Female,LosAngeles,-46.31,2017-06-17,Cloths,1
CUST3475,Kristina Alvarez,,male,Chicago,1115.17,2018-10-29,Electronics,3
CUST4287,Michael Ellis MD,,Male,Houston,,not_a_date,Electronics,5
CUST1151,Melissa Hunt,-5.0,,,3556.94,not_a_date,Electronics,5
CUST2994,,37.0,Female,Houston,,not_a_date,Cloths,5
CUST2883,Kevin Baxter,-5.0,Female,LosAngeles,441.5,,Furniture,NaN
CUST4724,Timothy Valencia,-5.0,Fmale,Chicago,3424.73,,furniture,4
CUST2422,Randall Green,26.0,,Chicago,,2020-01-03,Clothing,4
CUST3639,Frances Smith,-5.0,Mle,Unknown,,2019-01-02,electronics ,2
CUST5363,Dana West,-5.0,Mle,Chicago,7330.73,,unknown,2
CUST1834,Mrs. Katherine Gonzales,187.0,,,9651.65,not_a_date,Clothing,3
CUST2156,Richard Sparks,55.0,Mle,Los Angeles,5682.1,not_a_date,,NaN
CUST2142,Kirsten Rodriguez MD,29.0,Mle,Chicago,4544.5,2016-04-12,Furniture,3
CUST3936,Patrick Morgan,,female,Chicago,334.82,2024-08-10,furniture,5
CUST4886,,68.0,Fmale,Unknown,8519.31,2017-02-16,unknown,NaN
CUST5066,Barbara Gonzalez,-5.0,,LosAngeles,5415.13,2025-08-19,unknown,NaN
CUST4150,Jonathan Robinson,,female,LosAngeles,9271.61,not_a_date,Clothing,NaN
CUST2475,Becky Singleton,192.0,,New York,,2020-02-06,Furniture,0
CUST2679,Ryan Pratt,148.0,Male,,8113.0,2026-02-16,furniture,NaN
CUST5156,Bryan Hudson,,Fmale,Unknown,,,furniture,1
CUST1191,Jennifer Kirk,-5.0,Mle,New York,6492.2,2025-09-25,,NaN
CUST2678,,123.0,female,,4345.99,2025-11-01,furniture,6
CUST1835,Kyle Diaz,,Mle,LosAngeles,7441.38,,Electronics,2
CUST3442,Kaitlyn Oneill,,Female,,452.01,2021-02-14,Furniture,6
CUST4730,Michael Edwards,101.0,male,Houston,6730.39,not_a_date,Electronics,0
CUST5707,Mariah Morris,-5.0,,Unknown,8348.34,,unknown,NaN
CUST2318,Andrew Hernandez,,,Los Angeles,8535.72,2020-05-24,Clothing,2
CUST2648,,32.0,Fmale,Houston,2734.89,2025-12-28,Furniture,0
CUST3020,David Wu,,female,,7011.41,,electronics ,6
CUST1050,Chris Davis,183.0,,New York,3032.91,2025-07-01,,1
CUST2140,,-5.0,Fmale,Los Angeles,,,unknown,
CUST5525,Rhonda Hart,,male,LosAngeles,6426.69,2020-02-01,Furniture,1
CUST3247,,60.0,Male,Chicago ,,not_a_date,unknown,NaN
CUST4476,Mrs. Sara Little MD,,Female,Chicago ,,,Furniture,5
CUST4391,,-5.0,female,Los Angeles,,2025-09-04,Furniture,4
CUST4922,Peter Walker,165.0,female,Chicago ,7318.19,,Electronics,2
CUST4442,Terri Lopez,48.0,,Chicago ,6683.95,2019-12-28,electronics ,4
CUST2737,Damon Diaz,195.0,Mle,,8289.39,not_a_date,,5
CUST5854,Lauren Oconnor,40.0,,Unknown,7367.22,,Electronics,6
CUST4727,Ronald Hanson,,Male,Los Angeles,5388.05,2025-06-21,Clothing,6
CUST5769,Stephanie Horton,185.0,Fmale,Chicago,9665.53,not_a_date,Clothing,2
CUST4795,,37.0,,Houston,2175.38,2025-07-29,,1
CUST4267,Edwin Evans,,female,Los Angeles,630.08,not_a_date,furniture,5
CUST3491,Troy Mooney,,female,Chicago ,1030.05,,,4
CUST3856,,-5.0,,LosAngeles,2095.52,2017-12-06,unknown,4
CUST5718,Lisa Nelson,61.0,female,Chicago ,5583.12,2019-10-15,electronics ,
CUST3321,Jay Robinson,127.0,Male,Los Angeles,9252.51,not_a_date,electronics ,NaN
CUST5837,Christopher Reed,146.0,Male,Unknown,4162.62,2017-04-27,Cloths,6
CUST4155,April Page,,Mle,Los Angeles,7824.37,,Cloths,6
CUST5733,Amanda Smith,194.0,Mle,,332.58,not_a_date,furniture,0
CUST3514,Alicia Myers PhD,37.0,female,LosAngeles,8526.77,,Cloths,1
CUST1175,Margaret Robinson,-5.0,male,LosAngeles,,2016-06-24,Cloths,
CUST5591,Thomas Lane,176.0,male,Los Angeles,9273.86,not_a_date,Clothing,0
CUST1816,,-5.0,female,,4972.27,,,5
CUST1772,Calvin Morgan,179.0,,Unknown,861.81,2018-10-24,Clothing,NaN
CUST3156,Philip Alvarez,32.0,Fmale,Chicago ,1904.24,,furniture,NaN
CUST3556,Hannah Figueroa,,Male,Chicago,740.34,,furniture,0
CUST5898,Sean Moreno,,Mle,Los Angeles,,not_a_date,Electronics,5
CUST5412,,54.0,female,Unknown,7931.66,not_a_date,unknown,3
CUST4899,Patricia Coleman,-5.0,,Los Angeles,7496.89,2019-08-28,Clothing,NaN
CUST3282,Anthony Anderson,127.0,,Los Angeles,,2025-08-17,Clothing,2
CUST2729,Kimberly Moore,179.0,Fmale,Chicago,7552.59,2024-07-11,Furniture,3
CUST5176,,,Male,New York,7556.33,,unknown,2
CUST2201,Mrs. Rebecca Walker,,Male,Houston,108.22,2018-02-09,Cloths,6
CUST5967,Sheila Moses,166.0,Male,Los Angeles,3783.11,,Furniture,4
CUST3529,James Sandoval,133.0,male,,1341.65,,Clothing,1
CUST4316,Renee Dominguez,-5.0,Male,Houston,7329.62,2024-06-27,Electronics,6
CUST4622,Jennifer Wolf,176.0,,Chicago ,7322.34,,Electronics,NaN
CUST4039,,42.0,male,Los Angeles,6753.76,not_a_date,furniture,1
CUST4494,,140.0,Female,New York,6777.43,2018-01-02,Clothing,2
CUST2892,Kristopher Barker,20.0,Female,,6550.72,2025-09-27,furniture,1
CUST4628,,31.0,Female,Chicago,9365.05,,electronics ,6
CUST5658,Joseph Mason,-5.0,Fmale,Chicago,,not_a_date,Cloths,
CUST4950,Elizabeth Jenkins,152.0,Fmale,New York,6399.95,,electronics ,1
CUST1936,Mark Fowler,-5.0,Female,Houston,,2019-03-20,Electronics,2
CUST5939,,-5.0,female,Unknown,4023.82,not_a_date,,3
CUST2047,,62.0,Female,Los Angeles,,2024-04-09,electronics ,0
CUST1959,,,female,Chicago,175.04,2024-07-18,Clothing,6
CUST2821,Roy Bryan,-5.0,male,Houston,978.03,2025-06-27,electronics ,NaN
CUST2932,Amanda Gray,47.0,Fmale,Chicago ,8064.34,not_a_date,Electronics,2
CUST2869,Michelle Patel,21.0,Fmale,,4139.55,not_a_date,Furniture,1
CUST5868,Emily Mcdonald,-5.0,Fmale,Houston,,2024-10-17,Cloths,3
CUST5779,,-5.0,,,1074.81,,furniture,NaN
CUST4669,,34.0,male,LosAngeles,6357.11,2017-05-08,unknown,3
CUST1926,,-5.0,female,Chicago,4385.89,,unknown,6
CUST3317,,-5.0,,New York,6115.5,2018-08-24,Cloths,4
CUST2117,,51.0,Fmale,,4095.31,2024-04-09,Furniture,1
CUST1196,Scott Sawyer,137.0,Fmale,,1976.64,not_a_date,furniture,3
CUST2341,Shawn Stark,54.0,Mle,,6562.22,,furniture,NaN
CUST1128,Edwin Stewart,-5.0,Male,LosAngeles,,2025-12-03,Cloths,
CUST1206,,29.0,female,Unknown,3238.2,2026-02-14,electronics ,
CUST4474,,181.0,male,New York,3913.02,,,5
CUST4020,Amy Murray,175.0,Male,Chicago,4154.92,2024-11-17,furniture,0
CUST3828,David Tapia,182.0,female,Los Angeles,6134.04,2016-05-26,furniture,4
CUST4656,,24.0,Male,Los Angeles,6891.2,not_a_date,,4
CUST2584,Anthony Butler,131.0,Male,LosAngeles,74.9,2024-07-16,Furniture,0
CUST1136,Donna Campbell,-5.0,Female,Unknown,2028.51,2021-01-24,,5
CUST1604,,164.0,Female,Chicago,1905.8,2024-06-05,Clothing,1
CUST5030,,-5.0,Male,Houston,-39.79,,,1
CUST4008,Andrea Lee,,,New York,9931.15,not_a_date,Furniture,0
CUST2864,Connor Harris,,,Los Angeles,4248.33,2024-05-18,furniture,
CUST2712,Jessica Vega,154.0,male,Chicago,9561.71,not_a_date,,3
CUST4274,Nancy Pena,-5.0,Fmale,New York,3450.02,2025-03-30,electronics ,5
CUST3451,Dr. Tommy Michael,102.0,female,,9076.67,2024-11-25,Furniture,5
CUST3757,Alyssa Lamb,,Mle,,6905.0,2018-09-11,Furniture,4
CUST4475,John Good,178.0,Female,Unknown,5535.2,2017-01-15,Furniture,NaN
CUST5085,Matthew Hill,-5.0,,Los Angeles,7160.65,,electronics ,4
CUST3685,Austin Rhodes,57.0,male,Los Angeles,6393.64,2016-06-18,Electronics,4
CUST5231,,66.0,Male,Unknown,7811.0,2020-11-02,electronics ,3
CUST1355,Phillip Griffin,19.0,Male,,310.41,2019-04-10,furniture,
CUST5242,Jason Bernard,46.0,female,Houston,,,,NaN
CUST4715,Cynthia Davis,152.0,Fmale,Unknown,9211.6,not_a_date,furniture,3
CUST5369,David Olson,,,,1524.14,not_a_date,Cloths,1
CUST1027,,-5.0,Mle,Los Angeles,3685.08,,furniture,0
CUST2312,Jacob Wiley Jr.,51.0,Mle,Unknown,9711.62,,Furniture,0
CUST2954,Sheryl Rodriguez,140.0,female,Chicago ,8315.48,,Electronics,6
CUST1514,,173.0,female,New York,5237.06,2016-03-18,Electronics,4
CUST1281,Ricky Bennett,-5.0,Mle,LosAngeles,2758.01,not_a_date,,
CUST2551,Christopher Garrison,,male,,6740.82,not_a_date,Electronics,NaN
CUST1392,Derek Hampton,,male,Unknown,4844.55,2025-05-28,,0
CUST1141,Claudia Jones,-5.0,female,,7374.71,2024-12-31,unknown,5
CUST1940,Vanessa Ruiz,-5.0,,Unknown,9726.96,2018-04-25,furniture,2
CUST4483,Charles Richard,106.0,female,Houston,,2019-11-09,Furniture,
CUST5261,Daniel Berger,54.0,male,,,,unknown,
CUST4724,Timothy Valencia,-5.0,Fmale,Chicago,3424.73,,furniture,4
CUST3401,Christopher Olson,,Fmale,Chicago,6783.87,2018-06-17,Clothing,3
CUST2022,Aaron Graham,40.0,male,New York,8258.79,2017-09-28,electronics ,6
CUST4774,Jodi Bernard,178.0,Mle,,7125.81,2019-01-09,unknown,4
CUST3146,Joe Barajas,167.0,Male,,5940.01,,Cloths,2
CUST4939,Christopher Owens,185.0,,LosAngeles,1426.93,not_a_date,Furniture,
CUST1803,Joseph Joseph,19.0,Mle,Chicago,295.76,2025-05-03,,
CUST3406,Lauren Lambert,43.0,Female,Los Angeles,9423.79,2025-04-10,unknown,3
CUST2520,Monica Willis,111.0,,LosAngeles,1950.9,2024-10-12,,2
CUST5886,Douglas Johnson,-5.0,Mle,,8246.99,2017-10-13,,1
CUST4590,Courtney Hall,-5.0,male,LosAngeles,8137.4,2024-10-20,,6
CUST3409,Austin Kelly,-5.0,,,,not_a_date,Furniture,1
CUST3866,Lisa Warner,-5.0,Mle,,4457.51,2025-01-23,Cloths,
CUST2347,Angela Vargas,40.0,female,,,2016-08-19,unknown,2
CUST1905,Brian Delgado,57.0,Male,Unknown,5679.75,2018-12-29,Clothing,6
CUST4959,Jacqueline Vazquez,,female,Unknown,3866.46,2025-05-29,unknown,0
CUST3640,Jesus Gill,52.0,male,New York,6191.46,2016-03-13,furniture,NaN
CUST2851,,-5.0,,,2622.69,not_a_date,Electronics,0
CUST5102,Richard Peterson,163.0,male,Los Angeles,3698.32,,electronics ,
CUST1482,Stephen Duarte,139.0,Female,,5769.4,2017-02-10,unknown,2
CUST5043,Cindy Wallace,166.0,Fmale,Houston,7992.73,not_a_date,Clothing,1
CUST1061,Rachel Johnson,194.0,Mle,Unknown,3476.29,not_a_date,,
CUST5637,Kathleen Thompson,142.0,female,,4130.26,,,1
CUST3091,Bonnie Lee,-5.0,Mle,Chicago,,not_a_date,electronics ,4
CUST1937,,,female,Los Angeles,350.07,not_a_date,Clothing,NaN
CUST3580,David Ho,101.0,Fmale,,8875.38,not_a_date,Furniture,5
CUST2949,,57.0,,,6285.17,,,6
CUST4021,,179.0,,Houston,3716.95,2019-02-03,electronics ,3
CUST4645,Michael Bailey DVM,41.0,Male,Chicago,,2018-12-23,,0
CUST2736,Corey Brown,178.0,Mle,Chicago ,1848.44,2024-12-19,electronics ,0
CUST2467,Maria Bell,164.0,Fmale,Houston,9520.09,,electronics ,2
CUST2238,Donna Hart,,,Los Angeles,5529.85,not_a_date,electronics ,
CUST5253,Marissa Ferguson,187.0,Male,Los Angeles,,2024-04-21,,1
CUST3797,Gary Reese,-5.0,Female,Houston,8654.34,2025-04-20,furniture,5
CUST5205,,-5.0,Mle,Houston,1876.24,2019-09-20,Furniture,5
CUST1163,,,Female,,9540.16,,,NaN
CUST5150,,124.0,Fmale,Houston,4441.81,,electronics ,3
CUST4475,John Good,178.0,Female,Unknown,5535.2,2017-01-15,Furniture,NaN
CUST2447,Ashley Chan,64.0,Fmale,Unknown,3326.17,,Electronics,3
CUST5436,Joel Jacobs,125.0,,Chicago ,8456.92,,,6
CUST5335,,196.0,female,Chicago ,2322.78,2025-12-22,,5
CUST3361,Cheryl Gonzalez,-5.0,,Unknown,2790.04,2017-02-25,,3
CUST1557,Rachael Stanton,-5.0,male,Chicago ,,,Cloths,4
CUST4722,,33.0,,New York,8057.58,not_a_date,Furniture,3
CUST4258,Lori Peters,156.0,Mle,Chicago ,,,Electronics,6
CUST3124,,195.0,,,8982.54,2024-08-20,,6
CUST1846,George Molina,123.0,male,,6643.65,2017-09-17,,
CUST1000,Rachael Jones,-5.0,,New York,4000.45,2020-10-12,Cloths,NaN
CUST2484,Beth Sanders,,Female,,,2021-01-27,furniture,
CUST3245,,27.0,,Houston,,2026-01-12,electronics ,NaN
CUST1397,Christian Rogers,123.0,female,Houston,,not_a_date,unknown,2
CUST5423,,,Mle,New York,1789.3,2025-11-02,Furniture,5
CUST4235,Phyllis Huffman,,Male,Unknown,87.28,2016-10-18,electronics ,NaN
CUST3634,Amanda Vazquez,44.0,,New York,4145.19,,furniture,4
CUST5083,Caroline Carroll,127.0,Mle,Unknown,4009.02,,Electronics,5
CUST5866,Keith Lee,116.0,Male,,3594.55,2017-08-31,electronics ,1
CUST4156,,53.0,Male,New York,,2025-03-01,Cloths,1
CUST5778,Andrea Jones,-5.0,Mle,Unknown,8211.08,,furniture,
CUST2918,Mary Todd,55.0,female,Chicago,,2024-10-03,unknown,
CUST3776,,-5.0,female,Houston,6996.12,,furniture,6
CUST5348,David Frazier,-5.0,female,Chicago ,1263.96,2017-06-21,,5
CUST3192,Jasmine Vega,178.0,,,1350.24,,unknown,3
CUST2466,Tracie George,-5.0,,Chicago ,,not_a_date,Furniture,2
CUST1895,Jason Vargas,166.0,,Unknown,6037.14,2025-08-11,electronics ,0
CUST4729,John Simmons,,Fmale,Chicago,6213.53,2018-11-10,Electronics,5
CUST5610,,164.0,Mle,,662.47,,electronics ,1
CUST5656,,-5.0,Female,LosAngeles,2341.06,,furniture,1
CUST1078,Jasmine Cabrera,145.0,Mle,Unknown,,not_a_date,unknown,6
CUST2750,Michael Marshall,-5.0,,,5556.17,2020-02-07,,3
CUST5427,Linda Stewart,-5.0,,LosAngeles,3832.75,2017-01-10,Electronics,4
CUST2669,James Parker,33.0,male,Los Angeles,3287.02,,Furniture,4
CUST1115,Lauren Dunn,-5.0,,Chicago ,,2025-04-21,,4
CUST2815,Kristi Johnson,,Male,LosAngeles,2476.88,2016-06-27,Electronics,4
CUST3068,Rachel Boyd,,,Houston,2106.16,not_a_date,Cloths,6
CUST4488,Gina Henderson,-5.0,Female,Chicago ,8541.65,2017-03-02,Clothing,
CUST1827,Alexander Rodriguez,195.0,Female,Chicago ,5575.87,2024-09-19,electronics ,3
CUST5537,,,Mle,Unknown,,2018-10-16,unknown,1
CUST1836,Ronald Morrow,61.0,Fmale,,,not_a_date,unknown,0
CUST4228,Phyllis Dillon,52.0,Fmale,Unknown,6122.04,,unknown,NaN
CUST5367,Kathy Wilkins,,Fmale,LosAngeles,7378.99,,Furniture,3
CUST4292,Katelyn Baker,-5.0,female,Unknown,5390.48,,Furniture,4
CUST2219,Brett Weiss,,,Houston,2792.33,,Cloths,3
CUST1402,Juan Jones,,male,,7956.03,not_a_date,,2
CUST3322,Ashlee Miller,-5.0,Mle,Los Angeles,2409.06,not_a_date,Clothing,4
CUST1053,Mr. James Fisher II,30.0,,Chicago ,5530.89,not_a_date,Cloths,2
CUST4436,Jacob Fischer,118.0,Fmale,Unknown,4781.19,2024-09-23,,NaN
CUST2593,Diana Mays,31.0,Fmale,Houston,7991.97,not_a_date,unknown,3
CUST2179,James Johnson,,male,Los Angeles,7447.7,not_a_date,unknown,5
CUST4056,Anna Sanders,43.0,Mle,LosAngeles,4597.03,2020-07-21,electronics ,6
CUST2355,Todd Miller,,Fmale,Chicago,5580.37,2025-06-21,Electronics,5
CUST5103,,168.0,Fmale,New York,7749.62,2017-08-23,electronics ,4
CUST3121,,,female,LosAngeles,6549.21,,furniture,6
CUST3952,Brittany Nelson,,Male,Unknown,447.51,not_a_date,electronics ,1
CUST4744,Katrina Hoover,141.0,Female,,1843.5,,furniture,6
CUST3763,Sandra Torres,64.0,Fmale,Los Angeles,1104.3,not_a_date,,5
CUST5606,Gregory Martinez,,,,,not_a_date,,3
CUST4658,Susan Rivera,166.0,male,,416.61,not_a_date,furniture,4
CUST5336,Michael Williams,190.0,Fmale,Unknown,,2024-08-29,electronics ,0
CUST1764,Benjamin Schroeder,,Mle,LosAngeles,,2025-10-05,Electronics,1
CUST4891,Donna Hunt,-5.0,Male,,8119.86,,,
CUST1868,,-5.0,,New York,8615.57,,furniture,5
CUST2427,David Ruiz,65.0,Fmale,Houston,4011.4,not_a_date,furniture,
CUST1767,,-5.0,,Houston,6931.57,not_a_date,Furniture,2
CUST1879,Nancy Owens,24.0,Female,Unknown,9803.17,2024-10-27,furniture,3
CUST3807,Michael Johnson,62.0,Female,New York,642.45,,electronics ,6
CUST5058,James Maddox,142.0,Fmale,Chicago ,3236.94,,Electronics,6
CUST2687,Jordan Kirby,42.0,female,LosAngeles,8142.06,,Cloths,5
CUST1413,Tamara Mendez,-5.0,male,LosAngeles,7216.81,2025-10-19,furniture,0
CUST4131,Christian Smith,-5.0,Female,Unknown,7717.57,2019-03-05,,3
CUST2726,Kara Rogers,,Fmale,Chicago,2320.61,,,6
CUST3511,Harold White,-5.0,,Houston,5066.62,2024-08-06,Clothing,0
CUST4901,,178.0,Mle,New York,5515.57,2020-06-11,unknown,1
CUST1049,Timothy Hall,-5.0,female,Los Angeles,519.13,2017-06-01,furniture,3
CUST1414,Teresa Madden,-5.0,,Chicago,,2016-09-08,furniture,2
CUST3739,Michael Lewis,,male,Chicago ,,,unknown,6
CUST3496,Austin Mcclain,49.0,Female,Los Angeles,,not_a_date,Clothing,NaN
CUST1780,,156.0,Male,,1410.51,not_a_date,Furniture,2
CUST3744,,194.0,female,New York,,2025-04-23,Cloths,4
CUST1801,Lindsey Sanchez,,Male,Chicago ,,not_a_date,,5
CUST5526,Brandy Williams,124.0,female,Chicago ,1145.18,2020-11-09,,0
CUST1639,Kenneth Ayala,69.0,Fmale,,9214.26,2025-07-15,furniture,4
CUST1134,Nichole Allison,100.0,male,New York,,not_a_date,Clothing,2
CUST1533,,164.0,Fmale,Houston,5048.6,,Electronics,3
CUST4379,Adam Rocha,170.0,female,LosAngeles,2405.13,2025-01-20,furniture,4
CUST2672,Stephen Joseph,109.0,,Chicago,,not_a_date,,
CUST5569,,,Male,New York,7115.72,2024-10-10,,2
CUST2288,Derrick Woods,,Fmale,New York,1051.14,2020-03-29,,1
CUST1511,Edward Murphy,,,New York,,not_a_date,unknown,5
CUST4740,,-5.0,Mle,Houston,,not_a_date,Clothing,NaN
CUST2639,,200.0,,LosAngeles,1314.52,not_a_date,Electronics,4
CUST5810,Jon Warner,-5.0,,Unknown,,2020-09-17,Electronics,1
CUST5978,James Lynch,,,LosAngeles,4957.65,,Furniture,4
CUST5379,Matthew Collins,-5.0,Male,,3088.79,2025-01-31,,4
CUST5964,Kevin Morris,168.0,,New York,,2017-04-03,Clothing,4
CUST3923,Kellie Foley,181.0,Female,LosAngeles,1926.71,2025-03-11,,5
CUST1230,Rachel Ferrell,-5.0,Female,,8364.77,,Cloths,3
CUST5097,,116.0,male,New York,4805.44,not_a_date,Furniture,NaN
CUST5880,Micheal Aguirre,25.0,male,Houston,8121.92,2025-03-02,Electronics,0
CUST5359,Diamond Rice,174.0,male,Houston,,2025-12-06,unknown,5
CUST1598,Austin Woods,68.0,Female,,468.2,not_a_date,electronics ,6
CUST1584,Yvette Levine,,Mle,Chicago,6622.54,2025-07-23,Furniture,
CUST1486,,-5.0,Male,Los Angeles,7401.9,not_a_date,,5
CUST4609,Tracy Smith,144.0,Male,LosAngeles,9976.99,2024-03-30,Electronics,2
CUST2211,,175.0,,LosAngeles,778.64,,,NaN
CUST5593,,,Mle,,615.27,2025-02-01,Cloths,5
CUST3522,Justin Hayes,,,New York,7006.22,2016-05-19,Electronics,2
CUST2205,Philip Hughes,,Male,,5905.21,,electronics ,6
CUST1566,Anthony Munoz,-5.0,male,New York,4194.57,2025-04-27,furniture,NaN
CUST4741,John Ray,194.0,male,Chicago ,,,,2
CUST3638,Patrick Sanford,,,Unknown,586.92,2017-11-18,Electronics,NaN
CUST3408,,162.0,Female,,3617.99,2026-01-05,Clothing,0
CUST3951,Tammy Raymond,-5.0,,Los Angeles,3878.74,2024-06-20,Furniture,1
CUST4491,Jason Dominguez,188.0,female,,,2019-07-16,,1
CUST5287,Derrick Nunez,58.0,Female,Unknown,8047.71,2025-02-15,Clothing,1
CUST2332,Mr. Ryan Diaz Jr.,-5.0,male,Houston,5949.81,2016-03-11,,2
CUST4682,,-5.0,Mle,Chicago ,-1.04,,,6
CUST5345,Wendy Kirk,42.0,Mle,,4715.71,2024-03-23,furniture,6
CUST1958,John Alexander,116.0,,New York,7939.66,,furniture,NaN
CUST2217,Gabriel Scott,55.0,,Chicago ,3953.23,,electronics ,2
CUST4347,Jennifer Smith,-5.0,Mle,Chicago,9430.47,2017-07-03,Furniture,0
CUST2794,,146.0,,,3493.75,not_a_date,Clothing,4
CUST5438,Robert Pitts,,Female,Chicago ,6753.01,not_a_date,Clothing,1
CUST1411,Thomas Ford,32.0,Male,Houston,,,Clothing,3
CUST1799,Susan Powell,123.0,male,Houston,361.1,2024-06-27,,1
CUST3967,,,male,New York,8253.18,2025-05-28,Cloths,6
CUST1724,Amanda Reed,,Fmale,Chicago ,,,electronics ,4
CUST1581,Julie Paul,,Mle,Houston,3319.78,2026-01-10,Electronics,1
CUST3031,Edward Moore,56.0,,Los Angeles,9559.61,not_a_date,unknown,NaN
CUST1525,Vanessa Richards,55.0,Female,New York,,2021-01-15,Furniture,2
CUST3902,,42.0,,Chicago ,7477.77,not_a_date,electronics ,3
CUST1811,Douglas Johnson,165.0,Female,Los Angeles,1427.83,,Cloths,0
CUST4692,Manuel Gonzalez,137.0,Male,Houston,2113.61,,electronics ,5
CUST4185,Steve Bennett,48.0,Fmale,Chicago,3678.04,not_a_date,Clothing,4
CUST1851,Christie Miller,,female,Houston,4616.39,2019-05-21,Clothing,6
CUST1223,Mario Johnson,132.0,Fmale,New York,3170.28,2024-03-25,Electronics,2
CUST5652,Frank Clark,,Female,Los Angeles,5448.57,2018-12-05,Cloths,
CUST2496,Melissa Scott,-5.0,female,Los Angeles,618.14,2020-01-17,unknown,3
CUST2661,,,Male,New York,4949.07,2024-06-25,Cloths,6
CUST3485,,-5.0,female,Chicago ,,,electronics ,
CUST1884,,127.0,,Unknown,2457.59,2025-10-23,Electronics,1
CUST5169,Christopher Porter,27.0,male,,9698.02,2024-12-29,unknown,6
CUST4312,Teresa Taylor,,,New York,7618.18,not_a_date,Electronics,1
CUST1612,,36.0,Female,,685.95,,Clothing,4
CUST1123,Elizabeth Edwards,-5.0,Mle,Chicago ,,not_a_date,Electronics,1
CUST5594,Craig Bates,,,,4066.17,,,1
CUST5655,Heather Daniel,177.0,Fmale,New York,-4.94,,Cloths,2
