customer_id,customer_name,age,gender,city,purchase_amount,purchase_date,product_category,feedback_rating,Age
cust3974,emily haas,40.0,male,chicago,1640.58,2020-10-08,furniture,0.0,40.0
cust4661,joshua thompson,59.0,female,houston,6415.04,2024-07-07,furniture,5.0,59.0
cust5657,james johnson,116.0,male,new york,7126.94,2024-07-07,furniture,2.0,44.0
cust3661,danielle harris,58.0,male,chicago,7421.86,2024-07-07,cloths,2.88,58.0
cust5662,amy elliott,47.0,male,chicago,816.14,2020-09-12,furniture,3.0,47.0
cust5254,jill king,59.0,male,chicago,5032.58,2024-11-10,furniture,1.0,59.0
cust2718,jennifer zhang,168.0,male,chicago,5032.58,2017-04-03,furniture,5.0,44.0
cust5196,steven howard,97.44,female,los angeles,6536.72,2024-12-25,furniture,2.0,44.0
cust4904,bryan keller,107.0,male,chicago,5032.58,2016-08-13,furniture,5.0,44.0
cust3353,daniel mason,97.44,male,los angeles,1897.77,2024-07-07,clothing,2.88,44.0
cust3154,james johnson,97.44,female,chicago,5458.36,2024-07-07,electronics,0.0,44.0
cust2746,andrew foster,97.44,male,houston,5032.58,2017-07-24,furniture,2.88,44.0
cust3152,courtney mckee dds,97.44,male,chicago,342.87,2016-12-22,electronics,0.0,44.0
cust2214,suzanne orozco,59.0,female,new york,6952.36,2024-05-21,electronics,4.0,59.0
cust5503,sheri turner,147.0,male,chicago,2723.87,2024-12-02,furniture,4.0,44.0
cust5893,melissa norton,122.0,female,chicago,6305.1,2024-07-07,furniture,2.88,44.0
cust1345,james johnson,97.44,male,houston,5032.58,2024-07-07,cloths,0.0,44.0
cust1766,natasha simon,97.44,male,chicago,9939.46,2024-07-07,electronics,5.0,44.0
cust4486,james johnson,129.0,male,houston,329.2,2024-07-07,furniture,2.88,44.0
cust1091,crystal burton,97.44,male,chicago,5032.58,2024-07-07,clothing,5.0,44.0
cust4110,james johnson,169.0,male,chicago,1694.98,2024-07-07,cloths,2.0,44.0
cust4295,lisa moore,97.44,male,chicago,573.14,2024-07-07,cloths,2.88,44.0
cust4679,victor johnson,97.44,male,chicago,6825.6,2024-07-07,furniture,0.0,44.0
cust5086,james johnson,52.0,female,chicago,5032.58,2017-06-17,cloths,1.0,52.0
cust3475,kristina alvarez,97.44,male,chicago,1115.17,2018-10-29,electronics,3.0,44.0
cust4287,michael ellis md,97.44,male,houston,5032.58,2024-07-07,electronics,5.0,44.0
cust1151,melissa hunt,97.44,male,chicago,3556.94,2024-07-07,electronics,5.0,44.0
cust2994,james johnson,37.0,female,houston,5032.58,2024-07-07,cloths,5.0,37.0
cust2883,kevin baxter,97.44,female,chicago,441.5,2024-07-07,furniture,2.88,44.0
cust4724,timothy valencia,97.44,male,chicago,3424.73,2024-07-07,furniture,4.0,44.0
cust2422,randall green,26.0,male,chicago,5032.58,2020-01-03,clothing,4.0,26.0
cust3639,frances smith,97.44,male,chicago,5032.58,2019-01-02,electronics,2.0,44.0
cust5363,dana west,97.44,male,chicago,7330.73,2024-07-07,furniture,2.0,44.0
cust1834,mrs. katherine gonzales,187.0,male,chicago,9651.65,2024-07-07,clothing,3.0,44.0
cust2156,richard sparks,55.0,male,los angeles,5682.1,2024-07-07,furniture,2.88,55.0
cust2142,kirsten rodriguez md,29.0,male,chicago,4544.5,2016-04-12,furniture,3.0,29.0
cust3936,patrick morgan,97.44,female,chicago,334.82,2024-08-10,furniture,5.0,44.0
cust4886,james johnson,68.0,male,chicago,8519.31,2017-02-16,furniture,2.88,68.0
cust5066,barbara gonzalez,97.44,male,chicago,5415.13,2025-08-19,furniture,2.88,44.0
cust4150,jonathan robinson,97.44,female,chicago,9271.61,2024-07-07,clothing,2.88,44.0
cust2475,becky singleton,192.0,male,new york,5032.58,2020-02-06,furniture,0.0,44.0
cust2679,ryan pratt,148.0,male,chicago,8113.0,2026-02-16,furniture,2.88,44.0
cust5156,bryan hudson,97.44,male,chicago,5032.58,2024-07-07,furniture,1.0,44.0
cust1191,jennifer kirk,97.44,male,new york,6492.2,2025-09-25,furniture,2.88,44.0
cust2678,james johnson,123.0,female,chicago,4345.99,2025-11-01,furniture,5.0,44.0
cust1835,kyle diaz,97.44,male,chicago,7441.38,2024-07-07,electronics,2.0,44.0
cust3442,kaitlyn oneill,97.44,female,chicago,452.01,2021-02-14,furniture,5.0,44.0
cust4730,michael edwards,101.0,male,houston,6730.39,2024-07-07,electronics,0.0,44.0
cust5707,mariah morris,97.44,male,chicago,8348.34,2024-07-07,furniture,2.88,44.0
cust2318,andrew hernandez,97.44,male,los angeles,8535.72,2020-05-24,clothing,2.0,44.0
cust2648,james johnson,32.0,male,houston,2734.89,2025-12-28,furniture,0.0,32.0
cust3020,david wu,97.44,female,chicago,7011.41,2024-07-07,electronics,5.0,44.0
cust1050,chris davis,183.0,male,new york,3032.91,2025-07-01,furniture,1.0,44.0
cust2140,james johnson,97.44,male,los angeles,5032.58,2024-07-07,furniture,2.88,44.0
cust5525,rhonda hart,97.44,male,chicago,6426.69,2020-02-01,furniture,1.0,44.0
cust3247,james johnson,60.0,male,chicago,5032.58,2024-07-07,furniture,2.88,60.0
cust4476,mrs. sara little md,97.44,female,chicago,5032.58,2024-07-07,furniture,5.0,44.0
cust4391,james johnson,97.44,female,los angeles,5032.58,2025-09-04,furniture,4.0,44.0
cust4922,peter walker,165.0,female,chicago,7318.19,2024-07-07,electronics,2.0,44.0
cust4442,terri lopez,48.0,male,chicago,6683.95,2019-12-28,electronics,4.0,48.0
cust2737,damon diaz,195.0,male,chicago,8289.39,2024-07-07,furniture,5.0,44.0
cust5854,lauren oconnor,40.0,male,chicago,7367.22,2024-07-07,electronics,5.0,40.0
cust4727,ronald hanson,97.44,male,los angeles,5388.05,2025-06-21,clothing,5.0,44.0
cust5769,stephanie horton,185.0,male,chicago,9665.53,2024-07-07,clothing,2.0,44.0
cust4795,james johnson,37.0,male,houston,2175.38,2025-07-29,furniture,1.0,37.0
cust4267,edwin evans,97.44,female,los angeles,630.08,2024-07-07,furniture,5.0,44.0
cust3491,troy mooney,97.44,female,chicago,1030.05,2024-07-07,furniture,4.0,44.0
cust3856,james johnson,97.44,male,chicago,2095.52,2017-12-06,furniture,4.0,44.0
cust5718,lisa nelson,61.0,female,chicago,5583.12,2019-10-15,electronics,2.88,61.0
cust3321,jay robinson,127.0,male,los angeles,9252.51,2024-07-07,electronics,2.88,44.0
cust5837,christopher reed,146.0,male,chicago,4162.62,2017-04-27,cloths,5.0,44.0
cust4155,april page,97.44,male,los angeles,7824.37,2024-07-07,cloths,5.0,44.0
cust5733,amanda smith,194.0,male,chicago,332.58,2024-07-07,furniture,0.0,44.0
cust3514,alicia myers phd,37.0,female,chicago,8526.77,2024-07-07,cloths,1.0,37.0
cust1175,margaret robinson,97.44,male,chicago,5032.58,2016-06-24,cloths,2.88,44.0
cust5591,thomas lane,176.0,male,los angeles,9273.86,2024-07-07,clothing,0.0,44.0
cust1816,james johnson,97.44,female,chicago,4972.27,2024-07-07,furniture,5.0,44.0
cust1772,calvin morgan,179.0,male,chicago,861.81,2018-10-24,clothing,2.88,44.0
cust3156,philip alvarez,32.0,male,chicago,1904.24,2024-07-07,furniture,2.88,32.0
cust3556,hannah figueroa,97.44,male,chicago,740.34,2024-07-07,furniture,0.0,44.0
cust5898,sean moreno,97.44,male,los angeles,5032.58,2024-07-07,electronics,5.0,44.0
cust5412,james johnson,54.0,female,chicago,7931.66,2024-07-07,furniture,3.0,54.0
cust4899,patricia coleman,97.44,male,los angeles,7496.89,2019-08-28,clothing,2.88,44.0
cust3282,anthony anderson,127.0,male,los angeles,5032.58,2025-08-17,clothing,2.0,44.0
cust2729,kimberly moore,179.0,male,chicago,7552.59,2024-07-11,furniture,3.0,44.0
cust5176,james johnson,97.44,male,new york,7556.33,2024-07-07,furniture,2.0,44.0
cust2201,mrs. rebecca walker,97.44,male,houston,108.22,2018-02-09,cloths,5.0,44.0
cust5967,sheila moses,166.0,male,los angeles,3783.11,2024-07-07,furniture,4.0,44.0
cust3529,james sandoval,133.0,male,chicago,1341.65,2024-07-07,clothing,1.0,44.0
cust4316,renee dominguez,97.44,male,houston,7329.62,2024-06-27,electronics,5.0,44.0
cust4622,jennifer wolf,176.0,male,chicago,7322.34,2024-07-07,electronics,2.88,44.0
cust4039,james johnson,42.0,male,los angeles,6753.76,2024-07-07,furniture,1.0,42.0
cust4494,james johnson,140.0,female,new york,6777.43,2018-01-02,clothing,2.0,44.0
cust2892,kristopher barker,20.0,female,chicago,6550.72,2025-09-27,furniture,1.0,20.0
cust4628,james johnson,31.0,female,chicago,9365.05,2024-07-07,electronics,5.0,31.0
cust5658,joseph mason,97.44,male,chicago,5032.58,2024-07-07,cloths,2.88,44.0
cust4950,elizabeth jenkins,152.0,male,new york,6399.95,2024-07-07,electronics,1.0,44.0
cust1936,mark fowler,97.44,female,houston,5032.58,2019-03-20,electronics,2.0,44.0
cust5939,james johnson,97.44,female,chicago,4023.82,2024-07-07,furniture,3.0,44.0
cust2047,james johnson,62.0,female,los angeles,5032.58,2024-04-09,electronics,0.0,62.0
cust1959,james johnson,97.44,female,chicago,175.04,2024-07-18,clothing,5.0,44.0
cust2821,roy bryan,97.44,male,houston,978.03,2025-06-27,electronics,2.88,44.0
cust2932,amanda gray,47.0,male,chicago,8064.34,2024-07-07,electronics,2.0,47.0
cust2869,michelle patel,21.0,male,chicago,4139.55,2024-07-07,furniture,1.0,21.0
cust5868,emily mcdonald,97.44,male,houston,5032.58,2024-10-17,cloths,3.0,44.0
cust5779,james johnson,97.44,male,chicago,1074.81,2024-07-07,furniture,2.88,44.0
cust4669,james johnson,34.0,male,chicago,6357.11,2017-05-08,furniture,3.0,34.0
cust1926,james johnson,97.44,female,chicago,4385.89,2024-07-07,furniture,5.0,44.0
cust3317,james johnson,97.44,male,new york,6115.5,2018-08-24,cloths,4.0,44.0
cust2117,james johnson,51.0,male,chicago,4095.31,2024-04-09,furniture,1.0,51.0
cust1196,scott sawyer,137.0,male,chicago,1976.64,2024-07-07,furniture,3.0,44.0
cust2341,shawn stark,54.0,male,chicago,6562.22,2024-07-07,furniture,2.88,54.0
cust1128,edwin stewart,97.44,male,chicago,5032.58,2025-12-03,cloths,2.88,44.0
cust1206,james johnson,29.0,female,chicago,3238.2,2026-02-14,electronics,2.88,29.0
cust4474,james johnson,181.0,male,new york,3913.02,2024-07-07,furniture,5.0,44.0
cust4020,amy murray,175.0,male,chicago,4154.92,2024-11-17,furniture,0.0,44.0
cust3828,david tapia,182.0,female,los angeles,6134.04,2016-05-26,furniture,4.0,44.0
cust4656,james johnson,24.0,male,los angeles,6891.2,2024-07-07,furniture,4.0,24.0
cust2584,anthony butler,131.0,male,chicago,74.9,2024-07-16,furniture,0.0,44.0
cust1136,donna campbell,97.44,female,chicago,2028.51,2021-01-24,furniture,5.0,44.0
cust1604,james johnson,164.0,female,chicago,1905.8,2024-06-05,clothing,1.0,44.0
cust5030,james johnson,97.44,male,houston,5032.58,2024-07-07,furniture,1.0,44.0
cust4008,andrea lee,97.44,male,new york,9931.15,2024-07-07,furniture,0.0,44.0
cust2864,connor harris,97.44,male,los angeles,4248.33,2024-05-18,furniture,2.88,44.0
cust2712,jessica vega,154.0,male,chicago,9561.71,2024-07-07,furniture,3.0,44.0
cust4274,nancy pena,97.44,male,new york,3450.02,2025-03-30,electronics,5.0,44.0
cust3451,dr. tommy michael,102.0,female,chicago,9076.67,2024-11-25,furniture,5.0,44.0
cust3757,alyssa lamb,97.44,male,chicago,6905.0,2018-09-11,furniture,4.0,44.0
cust4475,john good,178.0,female,chicago,5535.2,2017-01-15,furniture,2.88,44.0
cust5085,matthew hill,97.44,male,los angeles,7160.65,2024-07-07,electronics,4.0,44.0
cust3685,austin rhodes,57.0,male,los angeles,6393.64,2016-06-18,electronics,4.0,57.0
cust5231,james johnson,66.0,male,chicago,7811.0,2020-11-02,electronics,3.0,66.0
cust1355,phillip griffin,19.0,male,chicago,310.41,2019-04-10,furniture,2.88,19.0
cust5242,jason bernard,46.0,female,houston,5032.58,2024-07-07,furniture,2.88,46.0
cust4715,cynthia davis,152.0,male,chicago,9211.6,2024-07-07,furniture,3.0,44.0
cust5369,david olson,97.44,male,chicago,1524.14,2024-07-07,cloths,1.0,44.0
cust1027,james johnson,97.44,male,los angeles,3685.08,2024-07-07,furniture,0.0,44.0
cust2312,jacob wiley jr.,51.0,male,chicago,9711.62,2024-07-07,furniture,0.0,51.0
cust2954,sheryl rodriguez,140.0,female,chicago,8315.48,2024-07-07,electronics,5.0,44.0
cust1514,james johnson,173.0,female,new york,5237.06,2016-03-18,electronics,4.0,44.0
cust1281,ricky bennett,97.44,male,chicago,2758.01,2024-07-07,furniture,2.88,44.0
cust2551,christopher garrison,97.44,male,chicago,6740.82,2024-07-07,electronics,2.88,44.0
cust1392,derek hampton,97.44,male,chicago,4844.55,2025-05-28,furniture,0.0,44.0
cust1141,claudia jones,97.44,female,chicago,7374.71,2024-12-31,furniture,5.0,44.0
cust1940,vanessa ruiz,97.44,male,chicago,9726.96,2018-04-25,furniture,2.0,44.0
cust4483,charles richard,106.0,female,houston,5032.58,2019-11-09,furniture,2.88,44.0
cust5261,daniel berger,54.0,male,chicago,5032.58,2024-07-07,furniture,2.88,54.0
cust3401,christopher olson,97.44,male,chicago,6783.87,2018-06-17,clothing,3.0,44.0
cust2022,aaron graham,40.0,male,new york,8258.79,2017-09-28,electronics,5.0,40.0
cust4774,jodi bernard,178.0,male,chicago,7125.81,2019-01-09,furniture,4.0,44.0
cust3146,joe barajas,167.0,male,chicago,5940.01,2024-07-07,cloths,2.0,44.0
cust4939,christopher owens,185.0,male,chicago,1426.93,2024-07-07,furniture,2.88,44.0
cust1803,joseph joseph,19.0,male,chicago,295.76,2025-05-03,furniture,2.88,19.0
cust3406,lauren lambert,43.0,female,los angeles,9423.79,2025-04-10,furniture,3.0,43.0
cust2520,monica willis,111.0,male,chicago,1950.9,2024-10-12,furniture,2.0,44.0
cust5886,douglas johnson,97.44,male,chicago,8246.99,2017-10-13,furniture,1.0,44.0
cust4590,courtney hall,97.44,male,chicago,8137.4,2024-10-20,furniture,5.0,44.0
cust3409,austin kelly,97.44,male,chicago,5032.58,2024-07-07,furniture,1.0,44.0
cust3866,lisa warner,97.44,male,chicago,4457.51,2025-01-23,cloths,2.88,44.0
cust2347,angela vargas,40.0,female,chicago,5032.58,2016-08-19,furniture,2.0,40.0
cust1905,brian delgado,57.0,male,chicago,5679.75,2018-12-29,clothing,5.0,57.0
cust4959,jacqueline vazquez,97.44,female,chicago,3866.46,2025-05-29,furniture,0.0,44.0
cust3640,jesus gill,52.0,male,new york,6191.46,2016-03-13,furniture,2.88,52.0
cust2851,james johnson,97.44,male,chicago,2622.69,2024-07-07,electronics,0.0,44.0
cust5102,richard peterson,163.0,male,los angeles,3698.32,2024-07-07,electronics,2.88,44.0
cust1482,stephen duarte,139.0,female,chicago,5769.4,2017-02-10,furniture,2.0,44.0
cust5043,cindy wallace,166.0,male,houston,7992.73,2024-07-07,clothing,1.0,44.0
cust1061,rachel johnson,194.0,male,chicago,3476.29,2024-07-07,furniture,2.88,44.0
cust5637,kathleen thompson,142.0,female,chicago,4130.26,2024-07-07,furniture,1.0,44.0
cust3091,bonnie lee,97.44,male,chicago,5032.58,2024-07-07,electronics,4.0,44.0
cust1937,james johnson,97.44,female,los angeles,350.07,2024-07-07,clothing,2.88,44.0
cust3580,david ho,101.0,male,chicago,8875.38,2024-07-07,furniture,5.0,44.0
cust2949,james johnson,57.0,male,chicago,6285.17,2024-07-07,furniture,5.0,57.0
cust4021,james johnson,179.0,male,houston,3716.95,2019-02-03,electronics,3.0,44.0
cust4645,michael bailey dvm,41.0,male,chicago,5032.58,2018-12-23,furniture,0.0,41.0
cust2736,corey brown,178.0,male,chicago,1848.44,2024-12-19,electronics,0.0,44.0
cust2467,maria bell,164.0,male,houston,9520.09,2024-07-07,electronics,2.0,44.0
cust2238,donna hart,97.44,male,los angeles,5529.85,2024-07-07,electronics,2.88,44.0
cust5253,marissa ferguson,187.0,male,los angeles,5032.58,2024-04-21,furniture,1.0,44.0
cust3797,gary reese,97.44,female,houston,8654.34,2025-04-20,furniture,5.0,44.0
cust5205,james johnson,97.44,male,houston,1876.24,2019-09-20,furniture,5.0,44.0
cust1163,james johnson,97.44,female,chicago,9540.16,2024-07-07,furniture,2.88,44.0
cust5150,james johnson,124.0,male,houston,4441.81,2024-07-07,electronics,3.0,44.0
cust2447,ashley chan,64.0,male,chicago,3326.17,2024-07-07,electronics,3.0,64.0
cust5436,joel jacobs,125.0,male,chicago,8456.92,2024-07-07,furniture,5.0,44.0
cust5335,james johnson,196.0,female,chicago,2322.78,2025-12-22,furniture,5.0,44.0
cust3361,cheryl gonzalez,97.44,male,chicago,2790.04,2017-02-25,furniture,3.0,44.0
cust1557,rachael stanton,97.44,male,chicago,5032.58,2024-07-07,cloths,4.0,44.0
cust4722,james johnson,33.0,male,new york,8057.58,2024-07-07,furniture,3.0,33.0
cust4258,lori peters,156.0,male,chicago,5032.58,2024-07-07,electronics,5.0,44.0
cust3124,james johnson,195.0,male,chicago,8982.54,2024-08-20,furniture,5.0,44.0
cust1846,george molina,123.0,male,chicago,6643.65,2017-09-17,furniture,2.88,44.0
cust1000,rachael jones,97.44,male,new york,4000.45,2020-10-12,cloths,2.88,44.0
cust2484,beth sanders,97.44,female,chicago,5032.58,2021-01-27,furniture,2.88,44.0
cust3245,james johnson,27.0,male,houston,5032.58,2026-01-12,electronics,2.88,27.0
cust1397,christian rogers,123.0,female,houston,5032.58,2024-07-07,furniture,2.0,44.0
cust5423,james johnson,97.44,male,new york,1789.3,2025-11-02,furniture,5.0,44.0
cust4235,phyllis huffman,97.44,male,chicago,87.28,2016-10-18,electronics,2.88,44.0
cust3634,amanda vazquez,44.0,male,new york,4145.19,2024-07-07,furniture,4.0,44.0
cust5083,caroline carroll,127.0,male,chicago,4009.02,2024-07-07,electronics,5.0,44.0
cust5866,keith lee,116.0,male,chicago,3594.55,2017-08-31,electronics,1.0,44.0
cust4156,james johnson,53.0,male,new york,5032.58,2025-03-01,cloths,1.0,53.0
cust5778,andrea jones,97.44,male,chicago,8211.08,2024-07-07,furniture,2.88,44.0
cust2918,mary todd,55.0,female,chicago,5032.58,2024-10-03,furniture,2.88,55.0
cust3776,james johnson,97.44,female,houston,6996.12,2024-07-07,furniture,5.0,44.0
cust5348,david frazier,97.44,female,chicago,1263.96,2017-06-21,furniture,5.0,44.0
cust3192,jasmine vega,178.0,male,chicago,1350.24,2024-07-07,furniture,3.0,44.0
cust2466,tracie george,97.44,male,chicago,5032.58,2024-07-07,furniture,2.0,44.0
cust1895,jason vargas,166.0,male,chicago,6037.14,2025-08-11,electronics,0.0,44.0
cust4729,john simmons,97.44,male,chicago,6213.53,2018-11-10,electronics,5.0,44.0
cust5610,james johnson,164.0,male,chicago,662.47,2024-07-07,electronics,1.0,44.0
cust5656,james johnson,97.44,female,chicago,2341.06,2024-07-07,furniture,1.0,44.0
cust1078,jasmine cabrera,145.0,male,chicago,5032.58,2024-07-07,furniture,5.0,44.0
cust2750,michael marshall,97.44,male,chicago,5556.17,2020-02-07,furniture,3.0,44.0
cust5427,linda stewart,97.44,male,chicago,3832.75,2017-01-10,electronics,4.0,44.0
cust2669,james parker,33.0,male,los angeles,3287.02,2024-07-07,furniture,4.0,33.0
cust1115,lauren dunn,97.44,male,chicago,5032.58,2025-04-21,furniture,4.0,44.0
cust2815,kristi johnson,97.44,male,chicago,2476.88,2016-06-27,electronics,4.0,44.0
cust3068,rachel boyd,97.44,male,houston,2106.16,2024-07-07,cloths,5.0,44.0
cust4488,gina henderson,97.44,female,chicago,8541.65,2017-03-02,clothing,2.88,44.0
cust1827,alexander rodriguez,195.0,female,chicago,5575.87,2024-09-19,electronics,3.0,44.0
cust5537,james johnson,97.44,male,chicago,5032.58,2018-10-16,furniture,1.0,44.0
cust1836,ronald morrow,61.0,male,chicago,5032.58,2024-07-07,furniture,0.0,61.0
cust4228,phyllis dillon,52.0,male,chicago,6122.04,2024-07-07,furniture,2.88,52.0
cust5367,kathy wilkins,97.44,male,chicago,7378.99,2024-07-07,furniture,3.0,44.0
cust4292,katelyn baker,97.44,female,chicago,5390.48,2024-07-07,furniture,4.0,44.0
cust2219,brett weiss,97.44,male,houston,2792.33,2024-07-07,cloths,3.0,44.0
cust1402,juan jones,97.44,male,chicago,7956.03,2024-07-07,furniture,2.0,44.0
cust3322,ashlee miller,97.44,male,los angeles,2409.06,2024-07-07,clothing,4.0,44.0
cust1053,mr. james fisher ii,30.0,male,chicago,5530.89,2024-07-07,cloths,2.0,30.0
cust4436,jacob fischer,118.0,male,chicago,4781.19,2024-09-23,furniture,2.88,44.0
cust2593,diana mays,31.0,male,houston,7991.97,2024-07-07,furniture,3.0,31.0
cust2179,james johnson,97.44,male,los angeles,7447.7,2024-07-07,furniture,5.0,44.0
cust4056,anna sanders,43.0,male,chicago,4597.03,2020-07-21,electronics,5.0,43.0
cust2355,todd miller,97.44,male,chicago,5580.37,2025-06-21,electronics,5.0,44.0
cust5103,james johnson,168.0,male,new york,7749.62,2017-08-23,electronics,4.0,44.0
cust3121,james johnson,97.44,female,chicago,6549.21,2024-07-07,furniture,5.0,44.0
cust3952,brittany nelson,97.44,male,chicago,447.51,2024-07-07,electronics,1.0,44.0
cust4744,katrina hoover,141.0,female,chicago,1843.5,2024-07-07,furniture,5.0,44.0
cust3763,sandra torres,64.0,male,los angeles,1104.3,2024-07-07,furniture,5.0,64.0
cust5606,gregory martinez,97.44,male,chicago,5032.58,2024-07-07,furniture,3.0,44.0
cust4658,susan rivera,166.0,male,chicago,416.61,2024-07-07,furniture,4.0,44.0
cust5336,michael williams,190.0,male,chicago,5032.58,2024-08-29,electronics,0.0,44.0
cust1764,benjamin schroeder,97.44,male,chicago,5032.58,2025-10-05,electronics,1.0,44.0
cust4891,donna hunt,97.44,male,chicago,8119.86,2024-07-07,furniture,2.88,44.0
cust1868,james johnson,97.44,male,new york,8615.57,2024-07-07,furniture,5.0,44.0
cust2427,david ruiz,65.0,male,houston,4011.4,2024-07-07,furniture,2.88,65.0
cust1767,james johnson,97.44,male,houston,6931.57,2024-07-07,furniture,2.0,44.0
cust1879,nancy owens,24.0,female,chicago,9803.17,2024-10-27,furniture,3.0,24.0
cust3807,michael johnson,62.0,female,new york,642.45,2024-07-07,electronics,5.0,62.0
cust5058,james maddox,142.0,male,chicago,3236.94,2024-07-07,electronics,5.0,44.0
cust2687,jordan kirby,42.0,female,chicago,8142.06,2024-07-07,cloths,5.0,42.0
cust1413,tamara mendez,97.44,male,chicago,7216.81,2025-10-19,furniture,0.0,44.0
cust4131,christian smith,97.44,female,chicago,7717.57,2019-03-05,furniture,3.0,44.0
cust2726,kara rogers,97.44,male,chicago,2320.61,2024-07-07,furniture,5.0,44.0
cust3511,harold white,97.44,male,houston,5066.62,2024-08-06,clothing,0.0,44.0
cust4901,james johnson,178.0,male,new york,5515.57,2020-06-11,furniture,1.0,44.0
cust1049,timothy hall,97.44,female,los angeles,519.13,2017-06-01,furniture,3.0,44.0
cust1414,teresa madden,97.44,male,chicago,5032.58,2016-09-08,furniture,2.0,44.0
cust3739,michael lewis,97.44,male,chicago,5032.58,2024-07-07,furniture,5.0,44.0
cust3496,austin mcclain,49.0,female,los angeles,5032.58,2024-07-07,clothing,2.88,49.0
cust1780,james johnson,156.0,male,chicago,1410.51,2024-07-07,furniture,2.0,44.0
cust3744,james johnson,194.0,female,new york,5032.58,2025-04-23,cloths,4.0,44.0
cust1801,lindsey sanchez,97.44,male,chicago,5032.58,2024-07-07,furniture,5.0,44.0
cust5526,brandy williams,124.0,female,chicago,1145.18,2020-11-09,furniture,0.0,44.0
cust1639,kenneth ayala,69.0,male,chicago,9214.26,2025-07-15,furniture,4.0,69.0
cust1134,nichole allison,100.0,male,new york,5032.58,2024-07-07,clothing,2.0,44.0
cust1533,james johnson,164.0,male,houston,5048.6,2024-07-07,electronics,3.0,44.0
cust4379,adam rocha,170.0,female,chicago,2405.13,2025-01-20,furniture,4.0,44.0
cust2672,stephen joseph,109.0,male,chicago,5032.58,2024-07-07,furniture,2.88,44.0
cust5569,james johnson,97.44,male,new york,7115.72,2024-10-10,furniture,2.0,44.0
cust2288,derrick woods,97.44,male,new york,1051.14,2020-03-29,furniture,1.0,44.0
cust1511,edward murphy,97.44,male,new york,5032.58,2024-07-07,furniture,5.0,44.0
cust4740,james johnson,97.44,male,houston,5032.58,2024-07-07,clothing,2.88,44.0
cust2639,james johnson,200.0,male,chicago,1314.52,2024-07-07,electronics,4.0,44.0
cust5810,jon warner,97.44,male,chicago,5032.58,2020-09-17,electronics,1.0,44.0
cust5978,james lynch,97.44,male,chicago,4957.65,2024-07-07,furniture,4.0,44.0
cust5379,matthew collins,97.44,male,chicago,3088.79,2025-01-31,furniture,4.0,44.0
cust5964,kevin morris,168.0,male,new york,5032.58,2017-04-03,clothing,4.0,44.0
cust3923,kellie foley,181.0,female,chicago,1926.71,2025-03-11,furniture,5.0,44.0
cust1230,rachel ferrell,97.44,female,chicago,8364.77,2024-07-07,cloths,3.0,44.0
cust5097,james johnson,116.0,male,new york,4805.44,2024-07-07,furniture,2.88,44.0
cust5880,micheal aguirre,25.0,male,houston,8121.92,2025-03-02,electronics,0.0,25.0
cust5359,diamond rice,174.0,male,houston,5032.58,2025-12-06,furniture,5.0,44.0
